,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
5105,NF,Time - Edit,NF Real Music,G#/Ab,Major,4 beats,0.665,0.703,0.07,0.128,0.0,0.115,0.257,-3.885,97.968,230611,2,10566019
5106,Junior H,$AD BOYZ II,WEA Latina,G,Major,3 beats,0.548,0.591,0.0592,0.399,8.21e-06,0.174,0.383,-7.888,83.411,208899,1,8071523
5107,Lil Wayne,Used 2,"Young Money Records, Inc.",F,Major,4 beats,0.677,0.665,0.487,0.337,0.0,0.115,0.522,-6.949,87.637,240199,1,5306289
5108,"Diplo, MØ",Get It Right (feat. MØ),Mad Decent,C,Major,4 beats,0.456,0.833,0.0964,0.108,1.71e-05,0.0592,0.261,-4.242,159.808,172500,3,11945548
5109,"Nicky Jam, Myke Towers",Polvo,Sony Music Latin,B,Minor,4 beats,0.763,0.621,0.066,0.0105,2.94e-06,0.106,0.582,-6.169,82.042,211130,18,118844500
5110,"MC MM, DJ RD",Só Quer Vrau,KondZilla,D,Major,4 beats,0.673,0.76,0.186,0.111,0.00169,0.15,0.934,-6.847,150.225,160667,1,4291810
5111,"USHER, Alicia Keys",My Boo,LaFace Records,F,Major,4 beats,0.662,0.507,0.118,0.257,0.0,0.0465,0.676,-8.238,86.412,223440,1,8464651
5112,"J Balvin, Jowell & Randy",Bonita,Rimas (J Balvin - Jowell & Randy),F,Minor,4 beats,0.782,0.868,0.04,0.0106,0.00252,0.29,0.884,-1.715,96.042,265747,36,257068354
5113,BROCKHAMPTON,NO HALO,Question Everything/RCA Records,E,Major,4 beats,0.643,0.573,0.0709,0.41,0.00017,0.0695,0.47,-7.034,165.192,259747,1,5449702
5114,Arizona Zervas,ROXANNE,Arizona Zervas,F#/Gb,Minor,5 beats,0.621,0.601,0.148,0.0522,0.0,0.46,0.457,-5.616,116.735,163636,70,962294613
5115,JISOO,FLOWER,YG Entertainment/Interscope Records,A,Minor,4 beats,0.841,0.384,0.0351,0.0236,2.28e-06,0.0735,0.597,-7.684,123.961,173134,13,186663568
5116,"Lorde, Khalid, Post Malone, SZA","Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Universal Music New Zealand Limited,C,Minor,4 beats,0.541,0.557,0.173,0.272,0.0,0.156,0.173,-5.094,106.122,214255,9,50003205
5117,"Quavo, Lil Baby",LOSE IT (feat. Lil Baby),Quality Control Music/Motown Records/Capitol Records,G,Major,4 beats,0.962,0.573,0.308,0.0161,0.0,0.109,0.728,-5.924,125.035,237655,1,4890527
5118,Kanye West,Ye vs. the People (starring TI as the People),Rock The World/IDJ/Kanye LP7,C#/Db,Major,4 beats,0.464,0.822,0.294,0.0568,0.0,0.103,0.722,-1.881,79.973,202641,1,4422052
5119,Justin Bieber,Sorry,RBMG/Def Jam,C,Minor,4 beats,0.654,0.76,0.045,0.0797,0.0,0.299,0.41,-3.669,99.945,200787,31,121470754
5120,"XXXTENTACION, PnB Rock, Trippie Redd",bad vibes forever,Bad Vibes Forever / EMPIRE,G#/Ab,Major,4 beats,0.8,0.526,0.0716,0.334,0.00174,0.0571,0.746,-5.153,129.874,150475,1,5861200
5121,Rich Amiri,ONE CALL,Internet Money Records / 10K Projects,C#/Db,Major,4 beats,0.65,0.539,0.0561,0.00617,2.67e-05,0.114,0.253,-7.281,158.105,121399,7,92358630
5122,Coldplay,Adventure of a Lifetime,Parlophone UK,G,Major,4 beats,0.638,0.924,0.036,0.00205,0.000175,0.149,0.53,-3.887,111.995,263787,1,2638669
5123,"Bad Bunny, Daddy Yankee",La Santa,Rimas Entertainment LLC,C#/Db,Major,4 beats,0.744,0.868,0.047,0.0326,0.0,0.0822,0.586,-4.524,93.037,206420,30,225389365
5124,Harry Styles,Daydreaming,Columbia,E,Minor,4 beats,0.707,0.811,0.0304,0.311,0.0152,0.131,0.899,-5.298,113.971,187342,5,60225714
5125,BTS,Run BTS,BIGHIT MUSIC,G#/Ab,Major,4 beats,0.724,0.818,0.168,0.0201,0.0,0.0358,0.696,-3.747,77.004,204940,8,83569936
5126,Blind Channel,Dark Side,Century Media,G,Major,4 beats,0.571,0.955,0.105,0.00254,1.55e-06,0.274,0.437,-3.795,98.01,177790,1,6277641
5127,A R I Z O N A,Oceans Away,Atlantic Records,G#/Ab,Major,4 beats,0.617,0.642,0.0334,0.13,0.157,0.0929,0.221,-8.624,105.885,194013,10,42311752
5128,"Gusttavo Lima, Ana Castela",Canudinho - Ao Vivo,Sony Music Entertainment,E,Major,4 beats,0.706,0.866,0.075,0.242,0.0,0.381,0.91,-3.337,166.985,124512,2,16821680
5129,"Samra, Capital Bra",Huracan,Urban,D,Minor,4 beats,0.681,0.701,0.442,0.388,0.0,0.132,0.518,-5.192,170.072,182238,1,7109307
5130,Ritt Momney,Put Your Records On,Columbia,F#/Gb,Minor,4 beats,0.399,0.491,0.0538,0.0563,0.00089,0.11,0.151,-10.778,91.066,210463,33,296263724
5131,J. Cole,Immortal,J. Cole P&D,D#/Eb,Minor,4 beats,0.744,0.43,0.309,0.455,2.73e-06,0.126,0.266,-10.604,92.039,201667,3,9807471
5132,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,F,Major,4 beats,0.696,0.809,0.05,0.252,0.000128,0.248,0.857,-8.254,132.962,131013,35,666819252
5133,Sam Smith,One Day At A Time,Capitol,C#/Db,Major,4 beats,0.502,0.32,0.0342,0.775,0.0,0.113,0.337,-7.95,129.356,209380,1,3575404
5134,"The Game, Kanye West",Eazy,"100 Entertainment, Inc",C#/Db,Major,4 beats,0.716,0.551,0.47,0.167,0.0,0.197,0.305,-6.987,82.393,234288,2,19370971
5135,Taylor Swift,I Knew You Were Trouble (Taylor's Version),Taylor Swift,F#/Gb,Major,4 beats,0.584,0.557,0.0342,0.0129,0.0,0.0576,0.767,-6.371,154.008,219760,2,22302029
5136,"Lil Baby, Future",Live Off My Closet (feat. Future),Quality Control/Motown Records,F#/Gb,Minor,4 beats,0.807,0.678,0.177,0.0345,0.0,0.0986,0.21,-3.244,147.004,173061,1,7410327
5137,"Aya Nakamura, Maluma",Djadja (feat. Maluma) - Remix,Rec. 118,F,Major,4 beats,0.791,0.682,0.158,0.175,0.0,0.0926,0.672,-7.328,98.031,166851,10,102429603
5138,Eminem,Em Calls Paul - Skit,Aftermath,F#/Gb,Minor,4 beats,0.707,0.314,0.747,0.977,0.0,0.109,0.602,-10.115,104.014,49024,2,15551002
5139,Travis Scott,NC-17,Cactus Jack / Epic,D,Major,4 beats,0.804,0.763,0.0519,0.0678,0.0,0.368,0.0585,-5.48,136.052,156886,2,16685659
5140,"AK AUSSERKONTROLLE, Bonez MC",In meinem Benz,XY Records,F#/Gb,Major,4 beats,0.786,0.666,0.536,0.167,0.0,0.235,0.737,-5.266,154.862,164203,1,5494500
5141,"King Von, 21 Savage",Don't Play That,"Forever and a Day, LLC / EMPIRE",A#/Bb,Minor,4 beats,0.947,0.605,0.346,0.0748,7.54e-06,0.0901,0.656,-8.621,129.988,133613,1,6011159
5142,"Tiësto, Tate McRae",10:35,Atlantic Records,G#/Ab,Major,4 beats,0.696,0.793,0.097,0.0683,3.78e-06,0.18,0.698,-5.733,120.003,172253,18,197739625
5143,"Kanye West, PARTYNEXTDOOR",Ghost Town,"Getting Out Our Dreams, Inc./Def Jam Recordings",G,Minor,4 beats,0.572,0.543,0.0287,0.0954,0.0,0.329,0.329,-4.251,83.364,271387,3,40813030
5144,"KHEA, Lenny Santos",Ayer Me Llamó Mi Ex,Young Flex - Khea,A#/Bb,Minor,4 beats,0.752,0.716,0.0325,0.254,0.0,0.243,0.553,-5.2,117.007,206760,12,87190881
5145,Ella Mai,Trip,10 Summers / Interscope PS,B,Minor,4 beats,0.477,0.61,0.144,0.225,0.0,0.107,0.358,-5.628,79.882,213993,11,33403103
5146,Lil Uzi Vert,Lo Mein,Generation Now/Atlantic,C#/Db,Major,4 beats,0.855,0.676,0.325,0.0888,0.0,0.144,0.509,-5.736,133.082,195299,3,29048390
5147,Billie Eilish,i love you,Darkroom/Interscope Records,C,Major,4 beats,0.421,0.131,0.0382,0.952,0.00453,0.109,0.12,-18.435,137.446,291796,33,192755769
5148,"Drake, Giggs",No Long Talk,Cash Money Records/Young Money Ent./Universal Rec.,A#/Bb,Minor,4 beats,0.913,0.608,0.234,0.0671,0.0,0.533,0.578,-6.839,97.063,149569,4,33107821
5149,Mac Miller,Hands,Warner Records,C,Major,4 beats,0.739,0.627,0.171,0.0459,0.0,0.159,0.542,-8.608,74.962,199981,1,5934464
5150,"Don Patricio, Cruz Cafuné",Contando Lunares (feat. Cruz Cafuné),WM Spain,E,Minor,4 beats,0.856,0.523,0.131,0.444,0.0,0.0537,0.709,-10.481,105.935,219667,1,4784115
5151,"Fuerza Regida, Marshmello",HARLEY QUINN,Rancho Humilde/Street Mob Records,C#/Db,Major,4 beats,0.815,0.741,0.0569,0.0277,0.0183,0.219,0.591,-6.04,125.031,143327,20,348877795
5152,Julia Michaels,Issues,J/Republic,G#/Ab,Major,4 beats,0.706,0.427,0.0879,0.413,0.0,0.0609,0.42,-6.864,113.804,176320,48,376569603
5153,"J Balvin, Maria Becerra",Qué Más Pues?,"Sueños Globales, LLC",G#/Ab,Major,4 beats,0.903,0.817,0.095,0.0272,0.000311,0.242,0.732,-3.972,102.014,217360,36,178300035
5154,Lil Nas X,LIFE AFTER SALEM,Columbia,C,Minor,4 beats,0.392,0.579,0.0354,0.0141,4.87e-05,0.101,0.253,-5.284,143.664,210682,1,5646641
5155,Drake,God's Plan,Cash Money/Drake LP6,G,Major,4 beats,0.754,0.449,0.109,0.0332,8.29e-05,0.552,0.357,-9.211,77.169,198973,104,539987334
5156,Adele,All I Ask,XL Recordings,E,Major,4 beats,0.591,0.28,0.0283,0.889,0.0,0.124,0.348,-5.494,141.916,271800,2,11918358
5157,"Major Lazer, Justin Bieber, MØ",Cold Water (feat. Justin Bieber & MØ),Third Pardee Records,F#/Gb,Minor,4 beats,0.608,0.798,0.0432,0.0736,0.0,0.156,0.501,-5.092,92.943,185352,38,236399000
5158,Maluma,Borro Cassette,Sony Music Latin,F,Minor,4 beats,0.73,0.701,0.106,0.132,0.0,0.151,0.785,-5.885,175.95,207307,10,31769898
5159,Dua Lipa,Pretty Please,Warner Records,C#/Db,Major,4 beats,0.906,0.474,0.194,0.0311,5.5e-06,0.286,0.656,-6.124,106.976,194607,2,12470982
5160,Kanye West,Come to Life,Rock The World/IDJ/Kanye LP7,D#/Eb,Major,4 beats,0.44,0.465,0.0318,0.689,1.26e-06,0.384,0.241,-6.592,126.937,310394,1,8799808
5161,Danny Ocean,Me Rehúso,Atlantic Records,C#/Db,Major,4 beats,0.744,0.804,0.0677,0.0231,0.0,0.0494,0.426,-6.327,104.823,205715,69,640286925
5162,"Sia, Diplo, Labrinth, LSD","No New Friends (feat. Sia, Diplo, and Labrinth)",Records/Columbia,G,Major,4 beats,0.725,0.703,0.0466,0.0632,0.000251,0.14,0.638,-4.641,106.032,175827,5,9521329
5163,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),UMLE - Latino,A,Minor,4 beats,0.795,0.845,0.135,0.105,1.14e-05,0.172,0.769,-3.809,170.023,254920,21,190680964
5164,"DJ Khaled, Chris Brown, Lil Wayne, Big Sean","Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",Epic/We The Best,A#/Bb,Major,4 beats,0.614,0.685,0.147,0.0133,0.0,0.313,0.61,-3.684,94.9,255102,1,5381713
5165,Juice WRLD,Can't Die,Grade A Productions/Interscope Records,D,Major,4 beats,0.652,0.671,0.0756,0.0222,0.0,0.107,0.274,-5.89,84.008,182922,2,16898978
5166,"Joel Corry, Jax Jones, Charli XCX, Saweetie",OUT OUT (feat. Charli XCX & Saweetie),Atlantic Records UK,G#/Ab,Major,4 beats,0.787,0.833,0.0478,0.018,0.00747,0.0374,0.796,-4.403,123.97,162604,22,175190741
5167,Desiigner,Outlet,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,G#/Ab,Major,4 beats,0.65,0.801,0.0694,0.117,0.000231,0.347,0.356,-2.178,124.123,268813,1,3262418
5168,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),E,Minor,4 beats,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,132780,55,137761206
5169,"Avicii, A R I Z O N A",Hold The Line (feat. A R I Z O N A),Universal Music AB,A,Major,4 beats,0.648,0.554,0.0341,0.329,2.56e-05,0.0803,0.372,-7.005,98.045,171786,1,4960503
5170,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel",Alucin,"WKMX, División of WK Records / RB Records",G,Minor,4 beats,0.787,0.769,0.0335,0.00331,0.00332,0.115,0.509,-4.681,128.0,197114,11,117509505
5171,"DJ Khaled, Drake",POPSTAR (feat. Drake),OVO/We The Best/Epic,F,Minor,4 beats,0.8,0.56,0.261,0.057,0.0,0.134,0.45,-4.818,163.071,200221,39,363707607
5172,Lil Tecca,Ransom,Republic Records,G,Minor,4 beats,0.745,0.642,0.287,0.0204,0.0,0.0658,0.226,-6.257,179.974,131240,18,118128102
5173,Lana Del Rey,The greatest,Polydor Records,D,Minor,3 beats,0.443,0.226,0.0359,0.939,0.0201,0.14,0.196,-12.507,79.142,300361,1,4637597
5174,"Sleepy Hallow, 347aidan",Die Young (feat. 347aidan),Winners Circle/RCA Records,B,Major,4 beats,0.808,0.582,0.338,0.827,0.0,0.111,0.675,-6.26,77.471,148817,7,47177916
5175,"Ed Sheeran, Chris Stapleton, Bruno Mars",BLOW (with Chris Stapleton & Bruno Mars),Atlantic Records UK,C#/Db,Major,4 beats,0.631,0.796,0.0401,0.000245,0.0115,0.38,0.596,-5.35,92.469,209120,1,6253600
5176,"Metro Boomin, A$AP Rocky, Roisee","Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Republic Records,A,Minor,4 beats,0.599,0.526,0.0385,0.0408,0.00256,0.209,0.134,-7.812,90.018,256027,7,89564837
5177,"Joji, Diplo",Daylight,"88rising Music/12Tone Music, LLC/Columbia",G,Major,4 beats,0.528,0.749,0.0479,0.00488,9.6e-05,0.0949,0.729,-7.571,163.944,163906,2,12376309
5178,6ix9ine,YAYA,Create Music Group,B,Major,4 beats,0.672,0.733,0.0566,0.00289,0.0,0.199,0.354,-5.377,105.043,149857,2,10157996
5179,Bad Bunny,Chambea,Rimas Entertainment LLC,C,Major,4 beats,0.854,0.868,0.154,0.24,0.00204,0.152,0.631,-3.455,115.99,192000,6,24883819
5180,"Liam Payne, Quavo",Strip That Down (feat. Quavo),Capitol Records UK / EMI,F#/Gb,Major,4 beats,0.869,0.485,0.0545,0.246,0.0,0.0765,0.527,-5.595,106.028,204502,47,502279002
5181,"Emilia, TINI",La_Original.mp3,Sony Music Latin,F,Minor,4 beats,0.833,0.809,0.0381,0.0836,0.0,0.112,0.905,-2.751,128.055,140625,3,25317993
5182,"Alex Rose, Rauw Alejandro",Me Fije,WK Records,G,Minor,4 beats,0.76,0.668,0.0667,0.397,3.36e-05,0.103,0.71,-3.997,172.011,202320,4,20329174
5183,Labrinth,Formula,Masterworks,B,Major,4 beats,0.574,0.664,0.0409,0.0448,0.0553,0.146,0.226,-6.068,144.654,91870,13,92314430
5184,Kanye West,I Thought About Killing You,"Getting Out Our Dreams, Inc./Def Jam Recordings",D,Major,4 beats,0.742,0.407,0.426,0.822,0.0,0.0541,0.39,-6.938,116.064,274187,2,22308286
5185,"Justin Bieber, Khalid",As I Am (feat. Khalid),RBMG/Def Jam,B,Major,4 beats,0.595,0.543,0.038,0.127,0.0,0.0975,0.109,-8.149,99.928,174406,6,68888984
5186,Drake,Controlla,Cash Money Records/Young Money Ent./Universal Rec.,A#/Bb,Minor,5 beats,0.607,0.476,0.249,0.0773,0.0,0.113,0.347,-11.076,122.976,245227,15,60371005
5187,"Vishal-Shekhar, Arijit Singh, Sukriti Kakar, Vishal Dadlani, Shekhar Ravjiani, Kumaar",Jhoome Jo Pathaan,YRF Music,G,Major,4 beats,0.817,0.738,0.0748,0.0964,0.0,0.331,0.616,-7.639,104.964,208164,2,16409919
5188,MKTO,Classic,Columbia/M2V,C#/Db,Major,4 beats,0.72,0.791,0.124,0.0384,0.0,0.157,0.756,-4.689,102.071,175427,6,35210226
5189,Lorde,Mood Ring,Universal Music New Zealand Limited,F,Major,4 beats,0.709,0.459,0.0654,0.432,6.29e-06,0.23,0.377,-11.193,95.014,225863,1,7651593
5190,"Maroon 5, Cardi B",Girls Like You (feat. Cardi B) - Cardi B Version,Interscope Records*,C,Major,4 beats,0.851,0.541,0.0505,0.568,0.0,0.13,0.448,-6.825,124.959,235545,2,39094682
5191,girl in red,we fell in love in october,world in red,G,Major,4 beats,0.566,0.366,0.028,0.113,0.181,0.155,0.237,-12.808,129.96,184154,6,8651934
5192,Halsey,Without Me,Capitol Records,F#/Gb,Major,4 beats,0.752,0.488,0.0705,0.297,9.11e-06,0.0936,0.533,-7.05,136.041,201661,121,290515461
5193,"24kGoldn, Justin Bieber, J Balvin, iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",Records/Columbia,G,Minor,4 beats,0.721,0.745,0.0366,0.151,1.24e-06,0.372,0.699,-3.508,90.988,192745,5,38004584
5194,Paulo Londra,Adan y Eva,WEA Latina,C#/Db,Major,4 beats,0.767,0.709,0.336,0.323,0.0,0.0676,0.72,-4.47,171.993,258639,28,366979516
5195,"Shakira, Ozuna",Monotonía,Sony Music Latin,C,Minor,4 beats,0.873,0.695,0.0459,0.419,1.23e-06,0.211,0.823,-4.207,131.963,158805,22,283481699
5196,Ivan Cornejo,Está Dañada,"Manzana Records, Inc.",C#/Db,Minor,3 beats,0.405,0.565,0.0372,0.38,0.0195,0.107,0.166,-9.266,159.892,214149,5,31294788
5197,Boef,Habiba,BOEFMUSIC,G#/Ab,Minor,4 beats,0.898,0.813,0.306,0.113,0.0,0.0854,0.771,-5.725,126.986,215978,1,3376698
5198,"Drake, Michael Jackson",Don’t Matter To Me (with Michael Jackson),Cash Money/Drake LP6,A#/Bb,Major,4 beats,0.822,0.318,0.0575,0.493,0.0128,0.11,0.138,-12.391,102.998,245787,16,110045568
5199,JVKE,golden hour,JVKE,C#/Db,Minor,3 beats,0.511,0.594,0.0316,0.651,0.177,0.249,0.143,-4.799,94.473,209260,4,40502394
5200,Lana Del Rey,Say Yes To Heaven,Polydor Records,F#/Gb,Minor,4 beats,0.49,0.352,0.0254,0.709,0.0856,0.114,0.166,-11.577,99.992,209156,35,327393680
5201,"Lil Uzi Vert, Nicki Minaj, Oh Wonder",The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,Generation Now/Atlantic,F#/Gb,Major,4 beats,0.749,0.671,0.0599,0.68,0.0,0.167,0.756,-5.151,81.994,268864,3,11057702
5202,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,C,Major,4 beats,0.586,0.72,0.035,0.000718,0.0,0.0949,0.481,-5.556,97.057,193289,2,31855588
5203,"The Chainsmokers, Florida Georgia Line",Last Day Alive,Disruptor Records/Columbia,C,Major,4 beats,0.435,0.706,0.0425,0.0571,4.15e-05,0.0903,0.24,-8.197,144.913,214307,1,4114232
5204,"Juice WRLD, YoungBoy Never Broke Again",Bandit (with YoungBoy Never Broke Again),Grade A Productions/Interscope Records,F,Minor,4 beats,0.474,0.631,0.343,0.0687,0.0,0.132,0.425,-5.884,180.051,189323,46,403657974
5205,"Mac Miller, Miguel",Weekend (feat. Miguel),Warner Records,G#/Ab,Major,4 beats,0.843,0.435,0.178,0.47,0.0,0.147,0.19,-8.442,120.058,208080,1,3932201
5206,"Duki, Justin Quiles, Bizarrap",Unfollow,SSJ Records / DALE PLAY Records,D,Minor,4 beats,0.818,0.648,0.131,0.0166,1.01e-05,0.177,0.713,-3.847,92.019,196727,2,11344450
5207,"6ix9ine, Tory Lanez",KIKA (feat. Tory Lanez),"ScumGang Records / TenThousand Projects, LLC",C#/Db,Minor,4 beats,0.745,0.715,0.245,0.128,0.0,0.182,0.342,-3.368,94.513,136032,15,119680983
5208,"5 Seconds of Summer, Julia Michaels",Lie To Me (feat. Julia Michaels),Capitol,C,Major,4 beats,0.611,0.52,0.0346,0.0132,0.0,0.105,0.771,-5.445,159.927,149878,4,23990532
5209,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",It's A Vibe,2Chainz PS/Def Jam,G,Major,4 beats,0.822,0.502,0.148,0.0312,0.000887,0.114,0.525,-7.38,73.003,210200,22,93704380
5210,"Lauv, Troye Sivan",i'm so tired...,Lauv,B,Major,4 beats,0.599,0.733,0.203,0.176,0.0,0.242,0.534,-7.058,102.211,162583,42,4811985
5211,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,Vertigo Berlin,A#/Bb,Major,3 beats,0.509,0.183,0.0377,0.946,0.0,0.0914,0.258,-10.27,117.354,232837,1,5608650
5212,Yahritza Y Su Esencia,Soy El Unico,Lumbre Music/Columbia,E,Minor,1,0.708,0.449,0.0286,0.451,0.0,0.111,0.63,-4.369,84.396,214000,4,25790268
5213,Florence + The Machine,Hunger,EMI,D,Minor,4 beats,0.729,0.675,0.0415,0.53,0.0,0.0985,0.332,-5.62,116.016,214667,1,4592269
5214,Lizzo,About Damn Time,Nice Life/Atlantic,A#/Bb,Minor,4 beats,0.836,0.743,0.0653,0.0974,0.0,0.335,0.723,-6.305,108.965,191938,43,352156501
5215,Logic,Take It Back,Def Jam Recordings,G,Major,4 beats,0.837,0.84,0.239,0.0621,0.0,0.329,0.691,-4.293,135.009,400013,1,3557778
5216,Ninho,Jefe,Rec. 118 / Mal Luné Music,G,Minor,4 beats,0.648,0.599,0.0799,0.474,6.81e-06,0.121,0.213,-8.611,120.985,177705,1,7311595
5217,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,D,Major,4 beats,0.442,0.612,0.112,0.584,5.7e-06,0.37,0.178,-7.222,180.917,215507,89,907651610
5218,Martin Jensen,Solo Dance,Virgin,F#/Gb,Minor,4 beats,0.744,0.836,0.0507,0.0435,0.0,0.194,0.36,-2.396,114.965,174933,45,335307150
5219,Kendrick Lamar,DNA.,Aftermath,C#/Db,Major,4 beats,0.638,0.523,0.357,0.00454,0.0,0.0842,0.422,-6.664,139.913,185947,46,357834761
5220,"Metro Boomin, James Blake",Hummingbird (Metro Boomin & James Blake),Republic Records,F#/Gb,Major,4 beats,0.586,0.595,0.127,0.459,0.00681,0.254,0.256,-7.851,81.405,319493,2,17092265
5221,Kanye West,Hurricane,Rock The World/IDJ/Kanye LP7,C,Major,4 beats,0.587,0.561,0.146,0.0466,0.0,0.109,0.351,-6.569,80.009,243187,11,46249405
5222,"Lil Durk, J. Cole",All My Life (feat. J. Cole),Alamo,D#/Eb,Major,4 beats,0.829,0.436,0.327,0.15,0.0,0.0954,0.693,-8.205,143.031,223204,2,33744114
5223,"Khalid, 6LACK, Ty Dolla $ign",OTW,"Right Hand Music Group, LLC/RCA Records",D,Major,4 beats,0.652,0.678,0.0541,0.183,3.26e-05,0.106,0.28,-6.183,72.989,263014,28,205369287
5224,"MC K.K, Dj TG Beats, Dj Aurélio, MC Lipivox",Agudo Mágico 3,Authentic Records OFC,F#/Gb,Minor,4 beats,0.649,0.797,0.0504,0.221,0.0352,0.0728,0.49,-2.405,129.966,176360,1,6713237
5225,Juice WRLD,Robbery,Grade A Productions/Interscope Records,D,Major,5 beats,0.685,0.692,0.0457,0.328,0.0,0.153,0.578,-5.122,159.966,240051,95,631284458
5226,Fousheé,Deep End,Not specified,E,Minor,4 beats,0.711,0.592,0.23,0.758,0.0,0.156,0.535,-7.136,124.749,141224,13,93530699
5227,Harry Nach,Tak Tiki Tak,Sony Music Entertainment Chile S.A,B,Minor,4 beats,0.8,0.578,0.0831,0.336,0.000311,0.184,0.234,-4.779,99.989,212406,5,29347633
5228,Justin Bieber,Ghost,RBMG/Def Jam,D,Major,4 beats,0.601,0.741,0.0478,0.185,2.91e-05,0.415,0.441,-5.569,153.96,153190,127,1375106266
5229,J. Cole,Deja Vu,J. Cole P&D,A,Major,4 beats,0.657,0.421,0.412,0.352,0.000218,0.187,0.181,-11.378,174.063,264747,11,55183117
5230,Adele,Rolling in the Deep,XL Recordings,G#/Ab,Major,4 beats,0.73,0.769,0.0298,0.138,0.0,0.0473,0.507,-5.114,104.948,228093,31,223591510
5231,Solange,Almeda,Saint Records/Columbia,C#/Db,Major,4 beats,0.827,0.553,0.032,0.0227,1.52e-05,0.176,0.0631,-5.296,110.015,236120,1,4746650
5232,Luke Combs,Forever After All,River House Artists/Columbia Nashville,C,Major,4 beats,0.487,0.65,0.0253,0.191,0.0,0.0933,0.456,-5.195,151.964,232533,4,31333153
5233,"The Chainsmokers, Bebe Rexha",Call You Mine,Disruptor Records/Columbia,G,Major,4 beats,0.591,0.702,0.0289,0.225,0.0,0.414,0.501,-5.59,104.003,217653,26,13740870
5234,"DJ Snake, Ozuna, Megan Thee Stallion, LISA","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake Music Productions Limited,F#/Gb,Minor,4 beats,0.8,0.837,0.0491,0.00406,0.00313,0.0904,0.702,-2.807,100.015,225600,6,48468070
5235,girl in red,we fell in love in october,world in red,G,Major,4 beats,0.566,0.366,0.028,0.113,0.181,0.155,0.237,-12.808,129.96,184154,17,101167251
5236,Billie Eilish,all the good girls go to hell,Darkroom/Interscope Records,G#/Ab,Minor,4 beats,0.726,0.444,0.372,0.283,0.143,0.177,0.569,-8.922,185.044,168840,30,197126834
5237,Kendrick Lamar,PRIDE.,Aftermath,E,Minor,4 beats,0.665,0.535,0.0572,0.0786,1.68e-05,0.154,0.37,-7.056,138.842,275253,5,37686518
5238,"Post Malone, Nicki Minaj",Ball For Me (feat. Nicki Minaj),Republic Records,A,Major,4 beats,0.797,0.55,0.24,0.513,0.0,0.0786,0.543,-4.166,134.206,206267,20,154428197
5239,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),RCA Records Label,G,Major,4 beats,0.724,0.276,0.0599,0.76,0.0,0.116,0.718,-12.25,112.874,155933,3,13021210
5240,Ariana Grande,34+35,Republic Records,C,Major,4 beats,0.83,0.585,0.094,0.237,0.0,0.248,0.485,-6.476,109.978,173711,43,515489076
5241,A$AP Rocky,Buck Shots,A$AP Worldwide/Polo Grounds Music/RCA Records,A#/Bb,Minor,4 beats,0.433,0.85,0.416,0.325,0.0,0.356,0.58,-5.79,159.956,167813,1,4479406
5242,Noah Cyrus,July,Records/Columbia,A,Minor,4 beats,0.708,0.186,0.042,0.868,0.0,0.0779,0.322,-8.953,72.541,156106,41,65022224
5243,Cardi B,Be Careful,Atlantic/KSR,D,Major,4 beats,0.818,0.563,0.398,0.0253,0.0,0.0909,0.486,-8.096,152.108,210675,1,6053194
5244,Taylor Swift,Paris,Taylor Swift,G,Major,4 beats,0.696,0.485,0.123,0.103,6.69e-05,0.136,0.339,-10.573,110.962,196259,4,43754534
5245,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,C#/Db,Major,4 beats,0.795,0.8,0.0309,0.0354,7.25e-05,0.0915,0.934,-6.32,116.032,202735,129,1060959030
5246,Lil Mosey,Noticed,Mogul Vision/Interscope Records,B,Major,4 beats,0.699,0.558,0.0603,0.462,0.0,0.116,0.493,-7.622,79.992,165000,28,115420503
